Accession,Organism_Name,Species,Genotype,Isolate,Length,Nuc_Completeness,Geo_Location,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
OP397612,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,LA-EVTL5881,29868,complete,USA,Homo sapiens,,"Atkins,L.M., Johnson,A.N., Ware,G.L., Mijalis,A., Kamil,J.P., Carroll,J.L., Van Diest,M., Scott,R.S., Yurochko,A.D., Queen,K., Kevil,C.G., Vanchiere,J.A., Bocchini,J.A.",2021-08-25,2022-09-09,ssRNA(+)
ON733602,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,MA-CDCBI-CRSP_MV5XAN46WMVGTX7F,29407,partial,USA: Massachusetts,Homo sapiens,,"Lemieux,J.E., Siddle,K.J., Shaw,B., Adams,G., Pierce,V., Turbett,S., Anahtar,M., Branda,J., Slater,D., Harris,J., Lin,A.E., Gladden-Young,A., Lagerborg,K., Rudy,M., DeRuff,K., Carter,A., Normandin,E., Bauer,M., Reilly,S., Tomkins-Tinch,C., Loreth,C., Chaluvadi,S., Neumann,A., Cusick,C., Chapman,S.B., Gnirke,A., Flowers,K., Cerrato,F., Birren,B.W., Gallagher,G., Smole,S., Park,D.J., MacInnis,B.L., Ryan,E., LaRocque,R., Rosenberg,E., Sabeti,P.C.",2022-05-24,2022-06-10,ssRNA(+)
OM626863,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,NJ-CDC-LC0510468,29650,complete,USA: New Jersey,Homo sapiens,oronasopharynx,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.",2022-01-26,2022-02-09,ssRNA(+)
MN468452,Simian-Human immunodeficiency virus,Simian-Human immunodeficiency virus,,RM5694.d0112.B07,2077,partial,,Homo sapiens,,"Giorgi,E.E., Li,H., Bhattacharya,T., Shaw,G.M., Korber,B., Giorgi,E., Shaw,G.",,2020-04-20,ssRNA-RT
PP485168,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,WA-S24902,29693,complete,"USA: Washington,Snohomish County",Homo sapiens,oronasopharynx,"Frazar,C.D., Lee,J., Ryke,E., Gamboa,L., McDermot,E., Kolar,T., Han,P.D., Sibley,T.R., Reinhart,D., Grindstaff,S., Truong,M., Babu,T.M., Feldstein,L.R., Saydah,S., Briggs-Hagen,M., Casto,A., Ehmen,B., Englund,J.A., Fortmann,S.P., Kuntz,J.L., Lockwood,T., Midgley,C.M., Mularski,R.A., Ogilvie,T., Opsahl,J., Reich,S., Rodriguez-Salas,L., Schmidt,M.A., Smith,N., Starita,L., Stone,J., Vandermeer,M., Weil,A., Wolf,C.R., Chu,H.Y., Naleway,A.L.",2024-02-05,2024-03-14,ssRNA(+)
OW190819,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29847,partial,United Kingdom:England,Homo sapiens,,"The Lighthouse Lab in Milton,Keynes., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.",2022-03-06,2022-03-21,ssRNA(+)
OQ203522,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,EPI_ISL_15928406,865,partial,USA: New York,Homo sapiens,,"Wentworth,D., Barnes,J., Steel,J., Garten,R., Davis,T., Dugan,V.",2022-10-04,2023-01-15,ssRNA(-)
PV008642,avian paramyxovirus 1,Orthoavulavirus javaense,,AOaV-1/Bulbucus_ibis/Spain/R.1098-3/2016,459,partial,Spain,,feces,"Aguero,M., Ruano,M.J., Lopez,A., Sanchez,A., Barrios,M.T.",2013-10-28,2025-03-10,ssRNA(-)
OK380377,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,UT-UPHL-211003950456,29295,partial,USA: Utah,Homo sapiens,,"Linares-Perdomo,O.J.",2021-08-12,2021-10-05,ssRNA(+)
OC997348,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29903,complete,United Kingdom:England,Homo sapiens,,"Howes,R., The Lighthouse Lab in,Cambridge., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.",2020-11-05,2021-04-23,ssRNA(+)
OV349859,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29873,partial,United Kingdom:England,Homo sapiens,,"Wynn,J., Hyland,M., The Lighthouse Lab in Alderley,Park., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.",2021-12-21,2022-01-09,ssRNA(+)
ON897173,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,RI-CDC-LC0719791,29663,complete,USA: Rhode Island,Homo sapiens,oronasopharynx,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.",2022-06-19,2022-07-01,ssRNA(+)
PV326673,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,EPI_ISL_19017012,1002,partial,USA: Florida,Homo sapiens,,"Barnes,J., Steel,J., Garten,R., Davis,T., Dugan,V.",2024-01-15,2025-03-18,ssRNA(-)
OX168329,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29876,partial,Denmark:Sjaelland,Homo sapiens,,"Danish Covid-19 Genome,Consortium.",2022-04-12,2022-07-07,ssRNA(+)
OZ182624,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29842,complete,United Kingdom:Scotland,Homo sapiens,,,2024-08-25,2024-09-17,ssRNA(+)
EU613641,Human immunodeficiency virus 1,Lentivirus humimdef1,,03-118590,1212,partial,,Homo sapiens,,"Bonhoeffer,S., Chappey,C., Parkin,N.T., Whitcomb,J.M., Petropoulos,C.J.",,2008-04-20,ssRNA-RT
OL416754,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,FL-BPHL-12354,29821,partial,USA: FL,Homo sapiens,,"Schmedes,S., Tarigopula,N., Splatt,T., Blanton,J.",2021-09-13,2021-11-09,ssRNA(+)
OZ180353,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29847,complete,United Kingdom:Scotland,Homo sapiens,,,2024-08-15,2024-09-07,ssRNA(+)
OW863206,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29703,partial,Germany:Europe/Germany/Baden-Wurttemberg,Homo sapiens,,,2022-02-06,2022-05-17,ssRNA(+)
MW968452,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,NY-CDC-ASC210020923,29884,complete,USA: New York,Homo sapiens,oronasopharynx,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Clark,C., Campbell,P., Case,R., Ghorpade,V., Houdeshell,H., Kvalvaag,O., Nall,D., Sanders,E., Vest,A., Westlund,S., Hardison,M., Paden,C.R., MacCannell,D.",2021-03-26,2021-04-20,ssRNA(+)
OX201986,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29890,partial,Denmark:Syddanmark,Homo sapiens,,"Danish Covid-19 Genome,Consortium.",2021-12-17,2022-07-10,ssRNA(+)
OQ908131,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,BA.5.1.8,IHUCOVID-088063,29656,partial,France,Homo sapiens,oronasopharynx,"Colson,P., Levasseur,A., Boschi,C., Fournier,P.-E., La Scola,B.",2022-07,2023-05-01,ssRNA(+)
OQ953149,Human immunodeficiency virus 1,Lentivirus humimdef1,,PID8Cn-P3-K22-R,4020,partial,USA,Homo sapiens,blood,"Cho,A., Gaebler,C., Olveira,T., Ramos,V., Saad,M., Lorenzi,J.C.C., Gazumyan,A., Moir,S., Caskey,M., Chun,T.W., Nussenzweig,M.C., Oliveira,T., Lorenzi,J.C., Cakey,M., Chun,T.-W.",2021,2023-06-11,ssRNA-RT
OQ215814,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,UT-UPHL-221223129720,29453,partial,USA,Homo sapiens,,"Linares-perdomo,O.J.",2022-12-16,2023-01-10,ssRNA(+)
ON208013,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,CA-LACPHL-AF08302,29701,complete,USA,Homo sapiens,,"Garrigues,J.M., Hemarajata,P., Green,N.M.",2021-12-20,2022-04-11,ssRNA(+)
HM156544,Japanese encephalitis virus,Orthoflavivirus japonicum,,JEV-GKP/0945209,330,partial,India,Homo sapiens,cerebrospinal fluid,"Fulmali,P.V., Sapkal,G.N., Athawale,S., Gore,M.M., Mishra,A.C., Bondre,V.P.",2009,2011-03-19,ssRNA(+)
OW125920,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29873,partial,United Kingdom:Scotland,Homo sapiens,,"VanSteenhouse,H., Kasai,Y., Gray,D., Clugston,C., Dominiczak,A., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.",2022-02-24,2022-03-15,ssRNA(+)
LG082410,unidentified influenza virus,unidentified influenza virus,,,981,partial,,,,"Crawford,P.C., Gibbs,P.J., Dubovi,E.J., Donis,R.O., Katz,J., Klimov,A.I., Cox,N.J., Castleman,W.L.",,2016-06-29,ssRNA(-)
OY059946,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29699,partial,Germany:Europe/Germany/Lower Saxony,Homo sapiens,,,2022-04-16,2023-06-24,ssRNA(+)
OV321548,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29890,complete,United Kingdom:England,Homo sapiens,,,2020,2022-01-06,ssRNA(+)
HQ451761,Human immunodeficiency virus 1,Lentivirus humimdef1,,Pt18_CD_Tp3_2,273,partial,USA,Homo sapiens,,"Imamichi,H., Degray,G., Dewar,R.L., Mannon,P., Yao,M., Chairez,C., Sereti,I., Kovacs,J.A., DeGray,G.",2007,2011-08-08,ssRNA-RT
PX257154,Influenza B virus,Betainfluenzavirus influenzae,,,1529,partial,USA: California,Homo sapiens,,"Steel,J., Kirby,M., Garten,R., Davis,T., Dugan,V.",2025-05-23,2025-09-02,ssRNA(-)
OW105679,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29890,complete,United Kingdom:England,Homo sapiens,,,2021-12-03,2022-03-09,ssRNA(+)
OY715921,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29903,complete,United Kingdom:England,Homo sapiens,,,2020-11-18,2023-08-05,ssRNA(+)
MT451738,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,VIC1089,29794,partial,Australia: Victoria,Homo sapiens,,"Seemann,T., Lane,C.R., Sherry,N.L., Duchene,S., Goncalves da Silva,A., Caly,L., Sait,M., Ballard,S.A., Horan,K., Schultz,M.B., Hoang,T., Easton,M., Dougal,S., Stinear,T.P., Druce,J., Catton,M., Sutton,B., van Diemen,A., Alpren,C., Williamson,D.A., Howden,B.P.",2020-04-06,2020-05-11,ssRNA(+)
PV373489,Influenza A virus,Alphainfluenzavirus influenzae,H9N2,1.15BBZGS17-O,1683,partial,China: Anhui,Gallus gallus,oronasopharynx,"Yang,J., Li,J., Sun,J., Fu,G., Tian,T., Yang,Y., Lu,X., Li,S., Wang,L., Dong,J., Wu,M., Liu,Y., Li,D., Hu,D., Dong,H., Shang,R., Wang,Y., Yuan,K., Ran,L., Sun,H., Tian,W., Huang,Y., Liu,J., Liu,W., Shi,W., Gao,G.F., Bi,Y.",2021-01-15,2025-03-25,ssRNA(-)
PQ104559,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,GDCDC_YF_0115,29772,partial,China: Guangdong,Homo sapiens,oronasopharynx,"Zheng,Z., Zhang,C., Li,Z., Xu,J., Liang,L., Huang,S., Ouyang,F., Lu,J., Li,B.",2023-04-28,2024-07-29,ssRNA(+)
OY646596,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29769,complete,United Kingdom:England,Homo sapiens,,,2021-12-26,2023-08-02,ssRNA(+)
OX124724,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29876,partial,Denmark:Midtjylland,Homo sapiens,,"Danish Covid-19 Genome,Consortium.",2022-04-04,2022-07-05,ssRNA(+)
FJ432736,dengue virus type I,Orthoflavivirus denguei,,DENV-1/VN/BID-V1795/2007,10690,complete,Viet Nam: South,Homo sapiens,blood,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2007,2009-01-26,ssRNA(+)
OV112148,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29812,partial,Germany:Europe/Germany/Baden-Wurttemberg,Homo sapiens,,,2021-11-08,2021-12-05,ssRNA(+)
OM798577,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,CO-CDPHE-2102823006,29750,partial,USA,Homo sapiens,,"Bankers,L., Hetherington-Rauth,M.C., Ir,D., Matzinger,S.R., Rossheim,A., Smith,A.",2022-01-31,2022-02-23,ssRNA(+)
OK004533,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,LA-CDC-ASC210237942,29819,partial,USA: Louisiana,Homo sapiens,oronasopharynx,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Clark,C., Campbell,P., Case,R., Ghorpade,V., Houdeshell,H., Kvalvaag,O., Nall,D., Sanders,E., Vest,A., Westlund,S., Hardison,M., Paden,C.R., MacCannell,D.",2021-08-02,2021-09-02,ssRNA(+)
OX600128,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29903,complete,United Kingdom:Northern_Ireland,Homo sapiens,,,2021-02-01,2023-05-13,ssRNA(+)
OV353123,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29873,partial,United Kingdom:England,Homo sapiens,,"Wynn,J., Hyland,M., The Lighthouse Lab in Alderley,Park., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.",2021-12-22,2022-01-09,ssRNA(+)
OP828185,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,VA-CDC-LC0928865,29690,complete,USA: Virginia,Homo sapiens,oronasopharynx,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.",2022-11-03,2022-11-15,ssRNA(+)
OD983739,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29884,complete,United Kingdom:Scotland,Homo sapiens,,"VanSteenhouse,H., Kasai,Y., Gray,D., Clugston,C., Dominiczak,A., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.",2021-01-25,2021-05-07,ssRNA(+)
OX467796,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29903,complete,United Kingdom:England,Homo sapiens,,,2020-04-19,2023-04-29,ssRNA(+)
OL569142,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,CO-CDC-ASC210468385,29823,partial,USA: Colorado,Homo sapiens,,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Clark,C., Campbell,P., Case,R., Ghorpade,V., Houdeshell,H., Kvalvaag,O., Nall,D., Sanders,E., Vest,A., Westlund,S., Hardison,M., Paden,C.R., MacCannell,D.",2021-10-17,2021-11-19,ssRNA(+)
OL486379,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,WI-CDC-LC0354182,29695,partial,USA: Wisconsin,Homo sapiens,oronasopharynx,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.",2021-10-25,2021-11-17,ssRNA(+)
OY919523,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29890,complete,United Kingdom:England,Homo sapiens,,,2021-12-13,2023-12-09,ssRNA(+)
OU701024,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29890,partial,United Kingdom:England,Homo sapiens,,"The Lighthouse Lab in Milton,Keynes., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.",2021-09-04,2021-09-21,ssRNA(+)
PX453487,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,CA-LACPHL-AY14644,29694,complete,USA: California,Homo sapiens,,"Fox,E.B., Garrigues,J.M., Green,N.M.",2025-09-13,2025-10-09,ssRNA(+)
MT599346,African cassava mosaic virus,Begomovirus manihotis,,DUA24,484,partial,Gabon,Manihot esculenta,,"Deletre,M., Lett,J.-M., Sulpice,R., Spillane,C.",2007-09,2021-06-09,ssDNA(+/-)
OU069059,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29884,partial,United Kingdom:England,Homo sapiens,,"The Lighthouse Lab in Milton,Keynes., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.",2021-03-13,2021-05-31,ssRNA(+)
EU598659,Measles morbillivirus,Morbillivirus hominis,,,525,partial,Greece,,,"Kokotas,S.N., Bolanaki,E., Sgouras,D., Pogka,V., Logotheti,M., Kossivakis,A., Horefti,E., Papadakos,K., Mentis,A.",,2008-04-20,ssRNA(-)
MZ620054,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,JW1319,29827,partial,USA: North Carolina,Homo sapiens,,"Wang,J., Hawken,S., Rubinsteyn,A., Smedberg,J., Rice,C., Hagan,R., Barzin,A., Loftis,A.J., Fiscus,S., Jones,C., Miller,M.",2021-05-05,2021-07-26,ssRNA(+)
OW398629,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29850,partial,United Kingdom:Scotland,Homo sapiens,,"VanSteenhouse,H., Kasai,Y., Gray,D., Clugston,C., Dominiczak,A., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.",2022-03-22,2022-04-08,ssRNA(+)
AY519093,Human immunodeficiency virus 1,Lentivirus humimdef1,,00_8_019337_01,508,partial,Canada,Homo sapiens,blood,"Leigh Brown,A.J., Frost,S.D., Good,B., Daar,E.S., Simon,V., Markowitz,M., Collier,A.C., Connick,E., Conway,B., Margolick,J.B., Routy,J.P., Corbeil,J., Hellmann,N.S., Richman,D.D., Little,S.J.",,2004-02-24,ssRNA-RT
NC_073778,ssRNA phage Gephyllon.3_17,Dugnivirus solivivens,,,4058,complete,USA,,,"Stockdale,S.R., Callanan,J., Adriaenssens,E.M., Kuhn,J.H., Rumnieks,J., Shkoporov,A., Draper,L.A., Ross,P., Hill,C.",,2023-04-27,RNA
ON526280,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,NM-UNM-TRL-1F2022-045,29690,partial,USA: New Mexico,Homo sapiens,,"Domman,D., Dinwiddie,D., Morley,V., Schwalm,K., Young,J., Kunde,T., Hicks,J., Griego,A., Edwards,M., Pesko,K., Thompson,C., Culbreath,K.",2022-01-25,2022-05-16,ssRNA(+)
MN875013,Influenza A virus,Alphainfluenzavirus influenzae,H5N8,170518,1656,partial,France,Anatidae,swab,"Briand,F.-X., Niqueux,E., Schmitz,A., Martenot,C., Cherbonnel,M., Kerbrat,F., Chatel,M., Quenault,H., Beven,V., Leroux,A., Hirchaud,E., Lucas,P., Blanchard,Y., Grasland,B.",2017-01-18,2021-01-31,ssRNA(-)
OX976247,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29870,complete,United Kingdom:England,Homo sapiens,,,2022-07-23,2023-06-22,ssRNA(+)
OU607521,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29890,partial,United Kingdom:England,Homo sapiens,,"VanSteenhouse,H., Kasai,Y., Gray,D., Clugston,C., Dominiczak,A., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.",2021-08-19,2021-09-11,ssRNA(+)
PV301523,Influenza A virus,Alphainfluenzavirus influenzae,H5N1,FAV-0792-7-2022,982,partial,Canada: QC,Cathartes aura,swab,"Signore,A.V., Giacinti,J., Jones,M.E.B., Erdelyan,C.N.G., McLaughlin,A., Alkie,T.N., Cox,S., Lair,S., Jardine,C.M., Stevens,B., Bravo-Araya,M., Pople,N., Pybus,M.J., Hisanaga,T., Xu,W., Koziuk,J., Lung,O., Kruczkiewicz,P., Fisher,M., Wight,J., Rahman,I., Hargan,K.E., Lang,A.S., Hochman,O., Ojkic,D., Yason,C., Bourque,L., Bollinger,T.K., Provencher,J.F., Ogilvie,S., Clark,A., MacPhee,R., Eaglesome,H., Gilbert,S., Saboraki,K., Davis,R., Jerao,A., Ginn,M., Soos,C., Berhane,Y., Erdelyan,C., Ayilara,I., Pama,L., Sullivan,D.",2022-05-12,2025-07-16,ssRNA(-)
MZ566217,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,NJ-CDC-ASC210109899,29812,complete,USA: New Jersey,Homo sapiens,oronasopharynx,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Clark,C., Campbell,P., Case,R., Ghorpade,V., Houdeshell,H., Kvalvaag,O., Nall,D., Sanders,E., Vest,A., Westlund,S., Hardison,M., Paden,C.R., MacCannell,D.",2021-06-15,2021-07-15,ssRNA(+)
OY129357,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29782,partial,Germany:Europe/Germany/North Rhine-Westphalia,Homo sapiens,,,2021-10-14,2023-06-28,ssRNA(+)
OX974128,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29879,complete,United Kingdom:England,Homo sapiens,,,2022-03-07,2023-06-22,ssRNA(+)
OY174229,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29629,partial,Germany:Europe/Germany/Brandenburg,Homo sapiens,,,2023-03-24,2023-06-29,ssRNA(+)
